pizza_id,order_id,pizza_name,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,num_of_ingredients
905,393,The Italian Vegetables Pizza,1,07/03/2015,20:22,12.75,,S,Veggie,7
906,393,The Soppressata Pizza,1,07/03/2015,20:22,12.5,,S,Supreme,5
907,393,The Spinach Supreme Pizza,1,07/03/2015,20:22,16.5,,M,Supreme,8
908,394,The Prosciutto and Arugula Pizza,1,07/03/2015,20:33,20.75,,L,Supreme,3
909,394,The Greek Pizza,1,07/03/2015,20:33,16,,M,Classic,6
910,395,The Italian Capocollo Pizza,1,07/03/2015,20:39,20.5,,L,Classic,6
911,395,The Italian Supreme Pizza,1,07/03/2015,20:39,16.5,,M,Supreme,6
912,395,The Thai Chicken Pizza,1,07/03/2015,20:39,16.75,,M,Chicken,5
913,396,The Big Meat Pizza,1,07/03/2015,20:49,12,,S,Classic,4
914,397,The Italian Supreme Pizza,1,07/03/2015,20:57,16.5,,M,Supreme,6
915,397,"The Pepperoni, Mushroom, and Peppers Pizza",1,07/03/2015,20:57,11,,S,Classic,3
916,397,The Pepper Salami Pizza,1,07/03/2015,20:57,20.75,,L,Supreme,6
917,398,The Barbecue Chicken Pizza,1,07/03/2015,21:01,20.75,,L,Chicken,6
918,398,The Brie Carre Pizza,1,07/03/2015,21:01,23.65,,S,Supreme,6
919,398,The Greek Pizza,1,07/03/2015,21:01,12,,S,Classic,6
920,399,The Napolitana Pizza,1,07/03/2015,21:13,20.5,,L,Classic,5
921,399,The Spinach and Feta Pizza,1,07/03/2015,21:13,16,,M,Veggie,5
922,400,The Thai Chicken Pizza,1,07/03/2015,21:16,12.75,,S,Chicken,5
923,401,The Barbecue Chicken Pizza,2,07/03/2015,21:23,16.75,,M,Chicken,6
924,401,The Southwest Chicken Pizza,1,07/03/2015,21:23,20.75,,L,Chicken,8
925,402,The Sicilian Pizza,1,07/03/2015,21:49,20.25,,L,Supreme,6
926,403,"The Pepperoni, Mushroom, and Peppers Pizza",1,07/03/2015,22:18,17.5,,L,Classic,3
927,403,The Prosciutto and Arugula Pizza,1,07/03/2015,22:18,12.5,,S,Supreme,3
928,404,The Barbecue Chicken Pizza,1,07/03/2015,22:31,16.75,,M,Chicken,6
929,404,The Soppressata Pizza,1,07/03/2015,22:31,12.5,,S,Supreme,5
930,405,The Chicken Alfredo Pizza,1,07/03/2015,22:42,16.75,,M,Chicken,6
931,405,The Classic Deluxe Pizza,1,07/03/2015,22:42,16,,M,Classic,5
932,405,The Hawaiian Pizza,1,07/03/2015,22:42,16.5,,L,Classic,3
933,405,"The Pepperoni, Mushroom, and Peppers Pizza",1,07/03/2015,22:42,14.5,,M,Classic,3
934,406,The Spicy Italian Pizza,1,07/03/2015,22:59,16.5,,M,Supreme,6
935,406,The Spinach and Feta Pizza,1,07/03/2015,22:59,20.25,,L,Veggie,5
936,407,The Big Meat Pizza,1,07/03/2015,23:02,12,,S,Classic,4
937,407,The Italian Vegetables Pizza,1,07/03/2015,23:02,16.75,,M,Veggie,7
938,407,The Spinach and Feta Pizza,1,07/03/2015,23:02,12,,S,Veggie,5
939,408,The Hawaiian Pizza,1,08/03/2015,11:50,16.5,,L,Classic,3
940,409,The Sicilian Pizza,1,08/03/2015,12:22,12.25,,S,Supreme,6
941,410,The Chicken Pesto Pizza,1,08/03/2015,12:29,12.75,,S,Chicken,6
942,410,The Classic Deluxe Pizza,1,08/03/2015,12:29,16,,M,Classic,5
943,410,The Classic Deluxe Pizza,2,08/03/2015,12:29,12,,S,Classic,5
944,410,The Four Cheese Pizza,1,08/03/2015,12:29,17.95,,L,Veggie,5
945,410,The Pepperoni Pizza,2,08/03/2015,12:29,15.25,,L,Classic,2
946,410,The Pepperoni Pizza,1,08/03/2015,12:29,12.5,,M,Classic,2
947,410,The Southwest Chicken Pizza,1,08/03/2015,12:29,20.75,,L,Chicken,8
948,410,The Spicy Italian Pizza,1,08/03/2015,12:29,16.5,,M,Supreme,6
949,410,The Thai Chicken Pizza,1,08/03/2015,12:29,20.75,,L,Chicken,5
950,410,The Vegetables + Vegetables Pizza,1,08/03/2015,12:29,20.25,,L,Veggie,8
951,410,The Vegetables + Vegetables Pizza,1,08/03/2015,12:29,16,,M,Veggie,8
952,410,The Vegetables + Vegetables Pizza,1,08/03/2015,12:29,12,,S,Veggie,8
953,411,The Five Cheese Pizza,1,08/03/2015,12:31,18.5,,L,Veggie,6
954,412,The Barbecue Chicken Pizza,1,08/03/2015,12:34,20.75,,L,Chicken,6
955,413,The Chicken Alfredo Pizza,1,08/03/2015,12:37,16.75,,M,Chicken,6
956,414,The Chicken Alfredo Pizza,1,08/03/2015,12:58,16.75,,M,Chicken,6
957,414,The Italian Supreme Pizza,1,08/03/2015,12:58,20.75,,L,Supreme,6
958,415,The Big Meat Pizza,1,08/03/2015,13:08,12,,S,Classic,4
959,415,The Green Garden Pizza,1,08/03/2015,13:08,20.25,,L,Veggie,5
960,415,The Italian Capocollo Pizza,1,08/03/2015,13:08,20.5,,L,Classic,6
961,415,The Pepperoni Pizza,1,08/03/2015,13:08,9.75,,S,Classic,2
962,415,The Sicilian Pizza,1,08/03/2015,13:08,12.25,,S,Supreme,6
963,415,The Southwest Chicken Pizza,1,08/03/2015,13:08,16.75,,M,Chicken,8
964,416,The Hawaiian Pizza,1,08/03/2015,13:16,10.5,,S,Classic,3
965,416,The Italian Vegetables Pizza,1,08/03/2015,13:16,16.75,,M,Veggie,7
966,417,The Pepperoni Pizza,1,08/03/2015,13:18,9.75,,S,Classic,2
967,418,The Italian Vegetables Pizza,1,08/03/2015,13:25,16.75,,M,Veggie,7
968,419,The California Chicken Pizza,1,08/03/2015,13:33,20.75,,L,Chicken,7
969,420,The Big Meat Pizza,1,08/03/2015,13:43,12,,S,Classic,4
970,421,The Chicken Pesto Pizza,1,08/03/2015,14:14,12.75,,S,Chicken,6
971,421,The Hawaiian Pizza,1,08/03/2015,14:14,13.25,,M,Classic,3
972,421,The Mexicana Pizza,1,08/03/2015,14:14,16,,M,Veggie,8
973,421,The Thai Chicken Pizza,1,08/03/2015,14:14,16.75,,M,Chicken,5
974,422,The Barbecue Chicken Pizza,1,08/03/2015,14:14,12.75,,S,Chicken,6
975,423,The Spicy Italian Pizza,1,08/03/2015,14:35,20.75,,L,Supreme,6
976,424,The Italian Vegetables Pizza,1,08/03/2015,14:38,16.75,,M,Veggie,7
977,425,The Prosciutto and Arugula Pizza,1,08/03/2015,14:46,20.75,,L,Supreme,3
978,426,The California Chicken Pizza,1,08/03/2015,14:53,16.75,,M,Chicken,7
979,427,The Hawaiian Pizza,1,08/03/2015,15:02,13.25,,M,Classic,3
980,428,The Big Meat Pizza,1,08/03/2015,15:13,12,,S,Classic,4
981,429,The California Chicken Pizza,1,08/03/2015,15:18,16.75,,M,Chicken,7
982,429,The Pepper Salami Pizza,1,08/03/2015,15:18,20.75,,L,Supreme,6
983,430,The Italian Supreme Pizza,1,08/03/2015,15:56,12.5,,S,Supreme,6
984,430,The Mexicana Pizza,1,08/03/2015,15:56,20.25,,L,Veggie,8
985,431,The Spicy Italian Pizza,1,08/03/2015,15:56,20.75,,L,Supreme,6
986,432,The Chicken Pesto Pizza,1,08/03/2015,15:58,20.75,,L,Chicken,6
987,433,The Big Meat Pizza,1,08/03/2015,15:59,12,,S,Classic,4
988,433,The Hawaiian Pizza,1,08/03/2015,15:59,13.25,,M,Classic,3
989,433,The Spinach and Feta Pizza,1,08/03/2015,15:59,20.25,,L,Veggie,5
990,434,The Four Cheese Pizza,1,08/03/2015,16:16,17.95,,L,Veggie,5
991,434,The Spinach and Feta Pizza,1,08/03/2015,16:16,16,,M,Veggie,5
992,435,The Barbecue Chicken Pizza,1,08/03/2015,16:26,12.75,,S,Chicken,6
993,436,The Big Meat Pizza,1,08/03/2015,16:32,12,,S,Classic,4
994,436,The Five Cheese Pizza,1,08/03/2015,16:32,18.5,,L,Veggie,6
995,436,The Hawaiian Pizza,1,08/03/2015,16:32,10.5,,S,Classic,3
996,436,The Prosciutto and Arugula Pizza,1,08/03/2015,16:32,20.75,,L,Supreme,3
997,437,The Barbecue Chicken Pizza,1,08/03/2015,16:48,16.75,,M,Chicken,6
998,437,The Brie Carre Pizza,1,08/03/2015,16:48,23.65,,S,Supreme,6
999,438,The Napolitana Pizza,1,08/03/2015,16:55,20.5,,L,Classic,5
1000,438,The Pepper Salami Pizza,1,08/03/2015,16:55,20.75,,L,Supreme,6
1001,438,The Prosciutto and Arugula Pizza,1,08/03/2015,16:55,12.5,,S,Supreme,3
1002,438,The Soppressata Pizza,1,08/03/2015,16:55,16.5,,M,Supreme,5
1003,439,The Mediterranean Pizza,1,08/03/2015,16:57,16,,M,Veggie,7
1004,440,The Four Cheese Pizza,1,08/03/2015,17:07,17.95,,L,Veggie,5
1005,440,The Pepper Salami Pizza,1,08/03/2015,17:07,20.75,,L,Supreme,6
1006,440,The Vegetables + Vegetables Pizza,1,08/03/2015,17:07,12,,S,Veggie,8
1007,441,The Chicken Alfredo Pizza,1,08/03/2015,17:13,16.75,,M,Chicken,6
1008,441,The Italian Supreme Pizza,1,08/03/2015,17:13,20.75,,L,Supreme,6
1009,441,The Pepperoni Pizza,1,08/03/2015,17:13,15.25,,L,Classic,2
1010,442,The Barbecue Chicken Pizza,1,08/03/2015,17:29,16.75,,M,Chicken,6
1011,442,The Spinach Supreme Pizza,1,08/03/2015,17:29,12.5,,S,Supreme,8
1012,443,The Four Cheese Pizza,1,08/03/2015,17:34,17.95,,L,Veggie,5
1013,443,"The Pepperoni, Mushroom, and Peppers Pizza",1,08/03/2015,17:34,11,,S,Classic,3
1014,443,The Spicy Italian Pizza,1,08/03/2015,17:34,20.75,,L,Supreme,6
1015,443,The Thai Chicken Pizza,1,08/03/2015,17:34,20.75,,L,Chicken,5
1016,444,The Barbecue Chicken Pizza,1,08/03/2015,17:41,20.75,,L,Chicken,6
1017,444,The Italian Vegetables Pizza,1,08/03/2015,17:41,12.75,,S,Veggie,7
1018,444,The Mexicana Pizza,1,08/03/2015,17:41,20.25,,L,Veggie,8
1019,444,The Spicy Italian Pizza,1,08/03/2015,17:41,20.75,,L,Supreme,6
1020,445,The Big Meat Pizza,1,08/03/2015,17:46,12,,S,Classic,4
1021,446,The Italian Supreme Pizza,1,08/03/2015,17:51,16.5,,M,Supreme,6
1022,446,The Mediterranean Pizza,1,08/03/2015,17:51,12,,S,Veggie,7
1023,447,The Calabrese Pizza,1,08/03/2015,17:52,16.25,,M,Supreme,6
1024,447,The Classic Deluxe Pizza,1,08/03/2015,17:52,12,,S,Classic,5
1025,447,The Thai Chicken Pizza,1,08/03/2015,17:52,16.75,,M,Chicken,5
1026,448,The Hawaiian Pizza,2,08/03/2015,17:55,13.25,,M,Classic,3
1027,448,The Sicilian Pizza,1,08/03/2015,17:55,20.25,,L,Supreme,6
1028,448,The Thai Chicken Pizza,1,08/03/2015,17:55,16.75,,M,Chicken,5
1029,449,The Hawaiian Pizza,1,08/03/2015,18:11,10.5,,S,Classic,3
1030,450,The Italian Supreme Pizza,1,08/03/2015,18:19,20.75,,L,Supreme,6
1031,451,The Classic Deluxe Pizza,1,08/03/2015,18:19,12,,S,Classic,5
1032,452,The Calabrese Pizza,1,08/03/2015,18:19,20.25,,L,Supreme,6
1033,453,The Sicilian Pizza,1,08/03/2015,18:25,16.25,,M,Supreme,6
1034,454,The Green Garden Pizza,1,08/03/2015,18:28,16,,M,Veggie,5
1035,454,The Hawaiian Pizza,1,08/03/2015,18:28,10.5,,S,Classic,3
1036,454,The Pepperoni Pizza,1,08/03/2015,18:28,12.5,,M,Classic,2
1037,454,The Southwest Chicken Pizza,1,08/03/2015,18:28,12.75,,S,Chicken,8
1038,455,The Italian Capocollo Pizza,1,08/03/2015,18:29,20.5,,L,Classic,6
1039,455,The Thai Chicken Pizza,1,08/03/2015,18:29,20.75,,L,Chicken,5
1040,455,The Thai Chicken Pizza,1,08/03/2015,18:29,12.75,,S,Chicken,5
1041,456,The Spinach Supreme Pizza,1,08/03/2015,18:29,12.5,,S,Supreme,8
1042,457,The Barbecue Chicken Pizza,1,08/03/2015,18:33,20.75,,L,Chicken,6
1043,457,The Barbecue Chicken Pizza,1,08/03/2015,18:33,16.75,,M,Chicken,6
1044,457,The Prosciutto and Arugula Pizza,1,08/03/2015,18:33,16.5,,M,Supreme,3
1045,457,The Southwest Chicken Pizza,1,08/03/2015,18:33,20.75,,L,Chicken,8
1046,458,The Big Meat Pizza,1,08/03/2015,19:27,12,,S,Classic,4
1047,458,The Four Cheese Pizza,1,08/03/2015,19:27,17.95,,L,Veggie,5
1048,459,The Prosciutto and Arugula Pizza,1,08/03/2015,19:53,12.5,,S,Supreme,3
1049,459,The Southwest Chicken Pizza,1,08/03/2015,19:53,12.75,,S,Chicken,8
1050,460,The Southwest Chicken Pizza,1,08/03/2015,19:56,16.75,,M,Chicken,8
1051,461,The Green Garden Pizza,1,08/03/2015,20:03,16,,M,Veggie,5
1052,461,The Napolitana Pizza,1,08/03/2015,20:03,20.5,,L,Classic,5
1053,461,The Thai Chicken Pizza,1,08/03/2015,20:03,20.75,,L,Chicken,5
1054,462,The Barbecue Chicken Pizza,1,08/03/2015,20:14,16.75,,M,Chicken,6
1055,462,The Big Meat Pizza,1,08/03/2015,20:14,12,,S,Classic,4
1056,462,The Pepperoni Pizza,1,08/03/2015,20:14,15.25,,L,Classic,2
1057,462,The Spicy Italian Pizza,1,08/03/2015,20:14,12.5,,S,Supreme,6
1058,463,The Barbecue Chicken Pizza,1,08/03/2015,20:29,20.75,,L,Chicken,6
1059,463,The Chicken Alfredo Pizza,1,08/03/2015,20:29,16.75,,M,Chicken,6
1060,464,The Mexicana Pizza,1,08/03/2015,20:30,20.25,,L,Veggie,8
1061,465,The Classic Deluxe Pizza,1,08/03/2015,20:47,12,,S,Classic,5
1062,465,The Soppressata Pizza,1,08/03/2015,20:47,20.75,,L,Supreme,5
1063,466,The Barbecue Chicken Pizza,1,08/03/2015,20:51,16.75,,M,Chicken,6
1064,466,The Spinach Pesto Pizza,1,08/03/2015,20:51,16.5,,M,Veggie,6
1065,467,The Barbecue Chicken Pizza,1,08/03/2015,20:55,12.75,,S,Chicken,6
1066,467,The Chicken Pesto Pizza,1,08/03/2015,20:55,20.75,,L,Chicken,6
1067,468,The Thai Chicken Pizza,1,08/03/2015,21:36,16.75,,M,Chicken,5
1068,469,The Chicken Alfredo Pizza,1,08/03/2015,21:47,16.75,,M,Chicken,6
1069,469,The Classic Deluxe Pizza,1,08/03/2015,21:47,16,,M,Classic,5
1070,469,The Mediterranean Pizza,1,08/03/2015,21:47,12,,S,Veggie,7
1071,470,The Barbecue Chicken Pizza,1,09/03/2015,11:34,20.75,,L,Chicken,6
1072,470,The Green Garden Pizza,1,09/03/2015,11:34,20.25,,L,Veggie,5
1073,470,The Soppressata Pizza,1,09/03/2015,11:34,20.75,,L,Supreme,5
1074,470,The Thai Chicken Pizza,1,09/03/2015,11:34,20.75,,L,Chicken,5
1075,471,The Mediterranean Pizza,1,09/03/2015,11:41,12,,S,Veggie,7
1076,471,The Thai Chicken Pizza,1,09/03/2015,11:41,20.75,,L,Chicken,5
1077,472,The Four Cheese Pizza,1,09/03/2015,11:46,17.95,,L,Veggie,5
1078,472,The Prosciutto and Arugula Pizza,1,09/03/2015,11:46,20.75,,L,Supreme,3
1079,473,The Italian Capocollo Pizza,1,09/03/2015,11:49,12,,S,Classic,6
1080,474,The Chicken Pesto Pizza,1,09/03/2015,11:53,20.75,,L,Chicken,6
1081,475,The Chicken Pesto Pizza,1,09/03/2015,12:40,16.75,,M,Chicken,6
1082,475,The Classic Deluxe Pizza,1,09/03/2015,12:40,20.5,,L,Classic,5
1083,475,The Classic Deluxe Pizza,1,09/03/2015,12:40,16,,M,Classic,5
1084,475,The Mediterranean Pizza,1,09/03/2015,12:40,12,,S,Veggie,7
1085,475,The Mexicana Pizza,1,09/03/2015,12:40,12,,S,Veggie,8
1086,475,The Prosciutto and Arugula Pizza,1,09/03/2015,12:40,20.75,,L,Supreme,3
1087,476,The Sicilian Pizza,1,09/03/2015,12:44,16.25,,M,Supreme,6
1088,477,The Barbecue Chicken Pizza,1,09/03/2015,13:03,12.75,,S,Chicken,6
1089,478,The Classic Deluxe Pizza,1,09/03/2015,13:03,16,,M,Classic,5
1090,478,The Spinach Pesto Pizza,1,09/03/2015,13:03,20.75,,L,Veggie,6
1091,479,The Barbecue Chicken Pizza,1,09/03/2015,13:06,16.75,,M,Chicken,6
1092,479,The Barbecue Chicken Pizza,1,09/03/2015,13:06,12.75,,S,Chicken,6
1093,480,The California Chicken Pizza,1,09/03/2015,13:07,16.75,,M,Chicken,7
1094,480,The Four Cheese Pizza,1,09/03/2015,13:07,17.95,,L,Veggie,5
1095,480,"The Pepperoni, Mushroom, and Peppers Pizza",1,09/03/2015,13:07,17.5,,L,Classic,3
1096,480,"The Pepperoni, Mushroom, and Peppers Pizza",1,09/03/2015,13:07,11,,S,Classic,3
1097,481,The Southwest Chicken Pizza,1,09/03/2015,13:12,20.75,,L,Chicken,8
1098,482,The Chicken Alfredo Pizza,1,09/03/2015,13:17,16.75,,M,Chicken,6
1099,482,The Five Cheese Pizza,1,09/03/2015,13:17,18.5,,L,Veggie,6
1100,482,The Southwest Chicken Pizza,1,09/03/2015,13:17,12.75,,S,Chicken,8
1101,482,The Greek Pizza,1,09/03/2015,13:17,12,,S,Classic,6
1102,483,The Barbecue Chicken Pizza,1,09/03/2015,13:31,16.75,,M,Chicken,6
1103,483,The Five Cheese Pizza,1,09/03/2015,13:31,18.5,,L,Veggie,6
1104,484,The Barbecue Chicken Pizza,1,09/03/2015,13:39,12.75,,S,Chicken,6
1105,484,The California Chicken Pizza,2,09/03/2015,13:39,16.75,,M,Chicken,7
1106,484,The Chicken Pesto Pizza,1,09/03/2015,13:39,20.75,,L,Chicken,6
1107,484,The Classic Deluxe Pizza,1,09/03/2015,13:39,16,,M,Classic,5
1108,484,The Italian Capocollo Pizza,1,09/03/2015,13:39,20.5,,L,Classic,6
1109,484,The Italian Supreme Pizza,1,09/03/2015,13:39,16.5,,M,Supreme,6
1110,484,The Mexicana Pizza,1,09/03/2015,13:39,16,,M,Veggie,8
1111,484,The Pepperoni Pizza,1,09/03/2015,13:39,12.5,,M,Classic,2
1112,484,The Soppressata Pizza,1,09/03/2015,13:39,20.75,,L,Supreme,5
1113,484,The Southwest Chicken Pizza,1,09/03/2015,13:39,12.75,,S,Chicken,8
1114,484,The Spicy Italian Pizza,1,09/03/2015,13:39,16.5,,M,Supreme,6
1115,484,The Thai Chicken Pizza,1,09/03/2015,13:39,20.75,,L,Chicken,5
1116,485,The Barbecue Chicken Pizza,1,09/03/2015,14:05,16.75,,M,Chicken,6
1117,485,The Calabrese Pizza,1,09/03/2015,14:05,16.25,,M,Supreme,6
1118,485,The Classic Deluxe Pizza,1,09/03/2015,14:05,12,,S,Classic,5
1119,485,The Five Cheese Pizza,1,09/03/2015,14:05,18.5,,L,Veggie,6
1120,485,The Southwest Chicken Pizza,1,09/03/2015,14:05,20.75,,L,Chicken,8
1121,485,The Spicy Italian Pizza,1,09/03/2015,14:05,20.75,,L,Supreme,6
1122,486,The Spicy Italian Pizza,1,09/03/2015,14:09,20.75,,L,Supreme,6
1123,486,The Greek Pizza,1,09/03/2015,14:09,16,,M,Classic,6
1124,487,The Hawaiian Pizza,1,09/03/2015,14:20,10.5,,S,Classic,3
1125,488,The Thai Chicken Pizza,1,09/03/2015,14:46,16.75,,M,Chicken,5
1126,489,The Hawaiian Pizza,1,09/03/2015,14:55,10.5,,S,Classic,3
1127,490,The Spinach Supreme Pizza,1,09/03/2015,15:30,20.75,,L,Supreme,8
1128,490,The Spinach Supreme Pizza,1,09/03/2015,15:30,16.5,,M,Supreme,8
1129,491,The Chicken Pesto Pizza,1,09/03/2015,15:39,12.75,,S,Chicken,6
1130,491,The Italian Capocollo Pizza,1,09/03/2015,15:39,20.5,,L,Classic,6
1131,491,The Italian Capocollo Pizza,1,09/03/2015,15:39,12,,S,Classic,6
1132,491,The Italian Supreme Pizza,1,09/03/2015,15:39,16.5,,M,Supreme,6
1133,492,The Southwest Chicken Pizza,1,09/03/2015,16:15,20.75,,L,Chicken,8
1134,492,The Spinach and Feta Pizza,1,09/03/2015,16:15,20.25,,L,Veggie,5
1135,493,The Green Garden Pizza,1,09/03/2015,16:18,12,,S,Veggie,5
1136,493,The Prosciutto and Arugula Pizza,1,09/03/2015,16:18,12.5,,S,Supreme,3
1137,493,The Spinach Supreme Pizza,1,09/03/2015,16:18,20.75,,L,Supreme,8
1138,494,The Classic Deluxe Pizza,1,09/03/2015,16:26,20.5,,L,Classic,5
1139,495,The Chicken Alfredo Pizza,1,09/03/2015,16:38,16.75,,M,Chicken,6
1140,495,The Italian Supreme Pizza,2,09/03/2015,16:38,16.5,,M,Supreme,6
1141,495,The Italian Vegetables Pizza,1,09/03/2015,16:38,12.75,,S,Veggie,7
1142,496,The Southwest Chicken Pizza,1,09/03/2015,16:46,20.75,,L,Chicken,8
1143,496,The Spinach and Feta Pizza,1,09/03/2015,16:46,12,,S,Veggie,5
1144,497,The Classic Deluxe Pizza,1,09/03/2015,16:50,16,,M,Classic,5
1145,497,The Mediterranean Pizza,1,09/03/2015,16:50,20.25,,L,Veggie,7
1146,497,The Vegetables + Vegetables Pizza,1,09/03/2015,16:50,20.25,,L,Veggie,8
1147,498,The California Chicken Pizza,1,09/03/2015,17:04,20.75,,L,Chicken,7
1148,499,The Green Garden Pizza,1,09/03/2015,17:08,16,,M,Veggie,5
1149,499,The Vegetables + Vegetables Pizza,1,09/03/2015,17:08,20.25,,L,Veggie,8
1150,500,The Big Meat Pizza,1,09/03/2015,17:10,12,,S,Classic,4
1151,500,The Four Cheese Pizza,1,09/03/2015,17:10,14.75,,M,Veggie,5
1152,501,The Big Meat Pizza,1,09/03/2015,17:26,12,,S,Classic,4
1153,501,The Five Cheese Pizza,1,09/03/2015,17:26,18.5,,L,Veggie,6
1154,501,The Hawaiian Pizza,1,09/03/2015,17:26,16.5,,L,Classic,3
1155,502,The Sicilian Pizza,1,09/03/2015,17:40,12.25,,S,Supreme,6
1156,502,The Thai Chicken Pizza,1,09/03/2015,17:40,16.75,,M,Chicken,5
1157,503,The Southwest Chicken Pizza,1,09/03/2015,17:43,16.75,,M,Chicken,8
1158,504,The Hawaiian Pizza,1,09/03/2015,17:48,10.5,,S,Classic,3
1159,504,The Mexicana Pizza,1,09/03/2015,17:48,16,,M,Veggie,8
1160,504,The Pepperoni Pizza,1,09/03/2015,17:48,15.25,,L,Classic,2
1161,504,The Greek Pizza,1,09/03/2015,17:48,20.5,,L,Classic,6
1162,505,The Five Cheese Pizza,1,09/03/2015,17:54,18.5,,L,Veggie,6
1163,505,The Spinach and Feta Pizza,1,09/03/2015,17:54,20.25,,L,Veggie,5
1164,506,The California Chicken Pizza,1,09/03/2015,17:56,16.75,,M,Chicken,7
1165,506,The Chicken Alfredo Pizza,1,09/03/2015,17:56,20.75,,L,Chicken,6
1166,506,The Four Cheese Pizza,1,09/03/2015,17:56,17.95,,L,Veggie,5
1167,506,The Southwest Chicken Pizza,1,09/03/2015,17:56,20.75,,L,Chicken,8
1168,507,The Barbecue Chicken Pizza,1,09/03/2015,18:01,16.75,,M,Chicken,6
1169,507,The Four Cheese Pizza,1,09/03/2015,18:01,17.95,,L,Veggie,5
1170,507,The Green Garden Pizza,1,09/03/2015,18:01,16,,M,Veggie,5
1171,507,The Pepperoni Pizza,1,09/03/2015,18:01,15.25,,L,Classic,2
1172,508,The Spinach Pesto Pizza,1,09/03/2015,18:04,12.5,,S,Veggie,6
1173,508,The Greek Pizza,1,09/03/2015,18:04,20.5,,L,Classic,6
1174,509,The Pepper Salami Pizza,1,09/03/2015,18:13,16.5,,M,Supreme,6
1175,510,The Napolitana Pizza,1,09/03/2015,18:31,20.5,,L,Classic,5
1176,510,The Pepper Salami Pizza,1,09/03/2015,18:31,16.5,,M,Supreme,6
1177,511,The Big Meat Pizza,1,09/03/2015,18:33,12,,S,Classic,4
1178,512,The California Chicken Pizza,1,09/03/2015,18:37,20.75,,L,Chicken,7
1179,512,The Mexicana Pizza,1,09/03/2015,18:37,20.25,,L,Veggie,8
1180,513,The Barbecue Chicken Pizza,1,09/03/2015,18:37,16.75,,M,Chicken,6
1181,514,The Big Meat Pizza,1,09/03/2015,18:59,12,,S,Classic,4
1182,514,The Chicken Pesto Pizza,1,09/03/2015,18:59,12.75,,S,Chicken,6
1183,515,The Napolitana Pizza,1,09/03/2015,19:07,16,,M,Classic,5
1184,515,The Prosciutto and Arugula Pizza,1,09/03/2015,19:07,20.75,,L,Supreme,3
1185,516,The California Chicken Pizza,1,09/03/2015,19:19,20.75,,L,Chicken,7
1186,516,The Hawaiian Pizza,1,09/03/2015,19:19,10.5,,S,Classic,3
1187,517,The Chicken Alfredo Pizza,1,09/03/2015,19:41,16.75,,M,Chicken,6
1188,518,The Brie Carre Pizza,1,09/03/2015,19:42,23.65,,S,Supreme,6
1189,518,The Classic Deluxe Pizza,1,09/03/2015,19:42,16,,M,Classic,5
1190,518,The Hawaiian Pizza,1,09/03/2015,19:42,16.5,,L,Classic,3
1191,518,The Greek Pizza,1,09/03/2015,19:42,20.5,,L,Classic,6
1192,519,The Brie Carre Pizza,1,09/03/2015,20:22,23.65,,S,Supreme,6
1193,519,The Four Cheese Pizza,1,09/03/2015,20:22,17.95,,L,Veggie,5
1194,519,The Pepper Salami Pizza,1,09/03/2015,20:22,12.5,,S,Supreme,6
1195,520,The Five Cheese Pizza,1,09/03/2015,20:23,18.5,,L,Veggie,6
1196,521,The Barbecue Chicken Pizza,1,09/03/2015,20:28,20.75,,L,Chicken,6
1197,521,The Big Meat Pizza,1,09/03/2015,20:28,12,,S,Classic,4
1198,521,The Pepperoni Pizza,1,09/03/2015,20:28,12.5,,M,Classic,2
1199,521,The Thai Chicken Pizza,1,09/03/2015,20:28,20.75,,L,Chicken,5
1200,522,The Classic Deluxe Pizza,1,09/03/2015,20:51,16,,M,Classic,5
1201,522,The Five Cheese Pizza,1,09/03/2015,20:51,18.5,,L,Veggie,6
1202,523,The Italian Supreme Pizza,1,09/03/2015,21:23,16.5,,M,Supreme,6
1203,524,The Soppressata Pizza,1,09/03/2015,21:39,20.75,,L,Supreme,5
1204,525,The Calabrese Pizza,1,09/03/2015,21:58,16.25,,M,Supreme,6
1205,525,The Pepperoni Pizza,1,09/03/2015,21:58,9.75,,S,Classic,2
1206,525,The Spicy Italian Pizza,1,09/03/2015,21:58,20.75,,L,Supreme,6
1207,526,The Classic Deluxe Pizza,1,10/03/2015,11:25,16,,M,Classic,5
1208,526,The Hawaiian Pizza,1,10/03/2015,11:25,10.5,,S,Classic,3
1209,526,The Prosciutto and Arugula Pizza,1,10/03/2015,11:25,16.5,,M,Supreme,3
1210,526,The Thai Chicken Pizza,1,10/03/2015,11:25,12.75,,S,Chicken,5
1211,527,The Barbecue Chicken Pizza,1,10/03/2015,11:28,20.75,,L,Chicken,6
1212,527,The Hawaiian Pizza,2,10/03/2015,11:28,13.25,,M,Classic,3
1213,528,The Classic Deluxe Pizza,1,10/03/2015,11:36,16,,M,Classic,5
1214,528,The Four Cheese Pizza,1,10/03/2015,11:36,14.75,,M,Veggie,5
1215,528,The Thai Chicken Pizza,1,10/03/2015,11:36,12.75,,S,Chicken,5
1216,529,The Chicken Pesto Pizza,1,10/03/2015,12:06,16.75,,M,Chicken,6
1217,530,The Chicken Alfredo Pizza,1,10/03/2015,12:25,20.75,,L,Chicken,6
1218,530,The Italian Capocollo Pizza,1,10/03/2015,12:25,16,,M,Classic,6
